Accession	Start	Stop	Tool
NZ_CP031128.1	1205073	1205632	CRISPRDetect
NZ_CP031128.1	1219482	1220380	CRISPRDetect
NZ_CP031128.1	1334497	1334794	CRISPRDetect
NZ_CP031128.1	1335901	1336132	CRISPRDetect
NZ_CP031128.1	1342565	1344442	CRISPRDetect
NZ_CP031128.1	1345714	1346546	CRISPRDetect
NZ_CP031128.1	1353793	1355076	CRISPRDetect
NZ_CP031128.1	1358899	1359329	CRISPRDetect
NZ_CP031128.1	1361758	1362785	CRISPRDetect
NZ_CP059732.1	2335092	2337291	CRISPRDetect
NZ_CP059732.1	3804353	3805830	CRISPRDetect
NZ_CP059732.1	4332914	4344653	CRISPRDetect
NZ_CP061725.1	167834	169696	CRISPRDetect
NZ_CP061725.1	183971	184733	CRISPRDetect
NZ_CP061725.1	2615661	2619752	CRISPRDetect
NZ_CP061725.1	2634275	2635557	CRISPRDetect
NZ_CP061725.1	6559603	6561951	CRISPRDetect
NZ_CP059567.1	738599	738831	CRISPRDetect
NZ_CP059567.1	1473846	1474009	CRISPRDetect
NZ_CP059063.1	3857907	3858655	CRISPRDetect
NZ_CP059063.1	3867169	3868217	CRISPRDetect
NZ_CP059063.1	5315027	5315475	CRISPRDetect
NZ_CP059907.1	1950659	1951171	CRISPRDetect
NZ_CP059907.1	1978220	1979774	CRISPRDetect
NZ_AP022087.1	1126392	1126664	CRISPRDetect
NZ_CP060507.1	3076633	3078171	CRISPRDetect
NZ_CP060507.1	3094303	3096284	CRISPRDetect
NZ_CP041999.1	988825	990379	CRISPRDetect
NZ_CP061030.1	1092939	1093194	CRISPRDetect
NZ_CP061030.1	1101918	1102959	CRISPRDetect
NZ_CP060083.1	1050691	1051147	CRISPRDetect
NZ_CP060083.1	1069378	1070077	CRISPRDetect
NZ_CP060083.1	1080276	1080549	CRISPRDetect
NZ_CP061053.1	1055623	1058273	CRISPRDetect
NC_016001.1	85276	85428	CRISPRDetect
NC_016001.1	1899989	1901804	CRISPRDetect
NC_016001.1	2549336	2551704	CRISPRDetect
NC_016001.1	3018429	3020822	CRISPRDetect
NZ_AP022126.1	1737863	1738131	CRISPRDetect
NZ_AP022126.1	1753164	1753614	CRISPRDetect
NZ_AP022126.1	1763101	1764450	CRISPRDetect
NZ_AP021951.1	126598	128198	CRISPRDetect
NZ_AP023394.1	1192660	1193952	CRISPRDetect
NZ_AP023394.1	1493191	1494417	CRISPRDetect
NZ_CP053055.1	964623	965932	CRISPRDetect
NZ_CP053055.1	982191	983974	CRISPRDetect
NZ_CP071978.1	968048	968244	CRISPRDetect
NZ_CP007305.2	2961369	2961948	CRISPRDetect
NZ_CP007305.2	2978100	2978739	CRISPRDetect
NZ_CP060040.1	1786015	1786203	CRISPRDetect
NZ_CP060512.1	3475871	3477769	CRISPRDetect
NZ_CP060512.1	3494051	3495423	CRISPRDetect
NZ_AP021944.1	1069284	1070533	CRISPRDetect
NZ_AP021944.1	1096231	1097664	CRISPRDetect
NZ_AP021944.1	3030265	3030413	CRISPRDetect
NZ_CP062244.1	2871060	2871823	CRISPRDetect
NZ_CP062244.1	2897372	2897767	CRISPRDetect
NZ_CP061201.1	100456	100679	CRISPRDetect
NZ_CP054498.1	2405652	2406673	CRISPRDetect
NZ_CP054498.1	2973279	2975601	CRISPRDetect
NZ_CP024871.1	574209	574909	CRISPRDetect
NZ_CP024871.1	846409	847351	CRISPRDetect
NZ_CP024871.1	2768685	2769390	CRISPRDetect
NZ_CP024871.1	3090317	3090834	CRISPRDetect
NZ_LS483296.1	1042981	1043681	CRISPRDetect
NZ_LS483296.1	3025442	3025645	CRISPRDetect
NZ_CP043638.1	942410	946580	CRISPRDetect
NZ_CP060508.1	923041	923862	CRISPRDetect
NZ_CP060508.1	940622	941445	CRISPRDetect
NZ_AP023393.1	1221035	1221799	CRISPRDetect
NZ_AP023393.1	1593852	1594288	CRISPRDetect
NZ_CP059947.1	1025840	1026662	CRISPRDetect
NZ_CP059947.1	1042163	1042925	CRISPRDetect
NZ_CP042000.1	948459	949551	CRISPRDetect
NZ_CP060390.1	2202332	2205663	CRISPRDetect
NZ_CP060390.1	2205795	2209982	CRISPRDetect
NZ_CP060625.1	320507	320653	CRISPRDetect
NZ_CP060139.1	3689720	3691843	CRISPRDetect
NZ_CP060139.1	3693060	3694646	CRISPRDetect
NZ_CP061472.1	2162563	2163062	CRISPRDetect
NZ_CP061472.1	2781151	2781384	CRISPRDetect
NZ_CP061472.1	2798016	2798309	CRISPRDetect
NZ_CP061472.1	2800773	2801199	CRISPRDetect
NZ_CP061033.1	368263	370670	CRISPRDetect
NZ_CP060203.1	2697887	2704016	CRISPRDetect
NZ_CP061071.1	720287	720521	CRISPRDetect
NZ_CP061034.1	1501077	1501525	CRISPRDetect
NZ_CP062250.1	2871060	2871823	CRISPRDetect
NZ_CP062250.1	2897372	2897767	CRISPRDetect
NZ_CP063684.2	935947	936767	CRISPRDetect
NZ_CP063684.2	952888	953897	CRISPRDetect
NC_016791.1	1450296	1451655	CRISPRDetect
NZ_CP060061.1	1050592	1051048	CRISPRDetect
NZ_CP060061.1	1069279	1069978	CRISPRDetect
NZ_CP060061.1	1080177	1080450	CRISPRDetect
NZ_JAALJB010000001.1	997844	1000903	CRISPRDetect
NZ_JAALJB010000001.1	1017448	1019858	CRISPRDetect
NZ_CP054495.1	2405634	2406655	CRISPRDetect
NZ_CP054495.1	2973261	2975583	CRISPRDetect
NZ_CP062137.1	990103	993060	CRISPRDetect
NZ_CM001441.1	1939946	1940240	CRISPRDetect
NZ_CM001441.1	3759548	3759912	CRISPRDetect
NZ_CM001441.1	3835993	3836757	CRISPRDetect
NZ_CM001441.1	3847149	3847981	CRISPRDetect
NZ_CM001441.1	3857672	3858034	CRISPRDetect
NZ_CP061941.1	790198	791547	CRISPRDetect
NZ_CP060636.1	369567	370794	CRISPRDetect
NZ_CP060636.1	398388	399145	CRISPRDetect
NZ_CP060636.1	2896115	2897679	CRISPRDetect
NZ_CP060636.1	2957399	2958458	CRISPRDetect
NZ_CP062243.1	2871060	2871823	CRISPRDetect
NZ_CP062243.1	2897372	2897767	CRISPRDetect
NZ_CP049017.1	3410263	3411613	CRISPRDetect
NZ_CP049017.1	3415729	3417798	CRISPRDetect
NZ_CP049017.1	4241082	4242159	CRISPRDetect
NZ_CP062223.1	957423	959403	CRISPRDetect
NZ_CP062223.1	975975	977835	CRISPRDetect
NZ_CP041815.1	2893905	2894976	CRISPRDetect
NC_017098.1	490483	493391	CRISPRDetect
NZ_CP061849.1	4139691	4140923	CRISPRDetect
NZ_CP061849.1	4150335	4151083	CRISPRDetect
NZ_CP054494.1	2405621	2406642	CRISPRDetect
NZ_CP054494.1	2973248	2975570	CRISPRDetect
NZ_CP061470.1	1186920	1187414	CRISPRDetect
NZ_CP061470.1	1195405	1196576	CRISPRDetect
NZ_CP061470.1	2543299	2544529	CRISPRDetect
NZ_CP061470.1	3027680	3027913	CRISPRDetect
NZ_CP061470.1	3039673	3040103	CRISPRDetect
NZ_CP061470.1	3049516	3051665	CRISPRDetect
NZ_CP054583.1	149781	150419	CRISPRDetect
NZ_CP054583.1	229291	229989	CRISPRDetect
NZ_CP054583.1	2059082	2062107	CRISPRDetect
NZ_CP075472.1	949149	949544	CRISPRDetect
NZ_CP075472.1	968553	968765	CRISPRDetect
NZ_CP075472.1	2941455	2941665	CRISPRDetect
NZ_CP063289.1	941004	941643	CRISPRDetect
NZ_CP063289.1	957795	958313	CRISPRDetect
NZ_CP041828.1	3132732	3134768	CRISPRDetect
NZ_CP041828.1	3136175	3136351	CRISPRDetect
NZ_CP041828.1	3137744	3139756	CRISPRDetect
NZ_CP063237.1	4043140	4044010	CRISPRDetect
NZ_CP061081.1	1463064	1467354	CRISPRDetect
NZ_CP061081.1	2403358	2403501	CRISPRDetect
NZ_CP061081.1	3341924	3347352	CRISPRDetect
NZ_CP061929.2	3639344	3642243	CRISPRDetect
NZ_CP061929.2	3658800	3660780	CRISPRDetect
NZ_CP053026.1	983006	983308	CRISPRDetect
NZ_CM001474.1	911866	912014	CRISPRDetect
NZ_AQHB01000049.1	155883	157051	CRISPRDetect
NZ_AQHB01000049.1	167085	169093	CRISPRDetect
NC_017766.1	40507	40839	CRISPRDetect
NC_017766.1	50725	51607	CRISPRDetect
NC_017766.1	51788	52590	CRISPRDetect
NC_017766.1	55198	55715	CRISPRDetect
NC_017766.1	55971	56853	CRISPRDetect
NC_017766.1	57048	57627	CRISPRDetect
NC_017766.1	57883	58765	CRISPRDetect
NZ_CP041836.1	2893880	2894951	CRISPRDetect
NZ_CP041864.1	3099435	3100719	CRISPRDetect
NZ_CP041864.1	3102112	3102525	CRISPRDetect
NZ_CP041864.1	3103920	3105267	CRISPRDetect
NZ_CP061758.1	1043437	1043710	CRISPRDetect
NZ_CP061758.1	1061943	1062155	CRISPRDetect
NZ_CP041863.1	3112892	3113963	CRISPRDetect
NZ_CP041875.1	3141600	3142748	CRISPRDetect
NZ_CP041875.1	3144172	3146185	CRISPRDetect
NZ_CP035122.1	504	1342	CRISPRDetect
NZ_CP035122.1	11915	13049	CRISPRDetect
NZ_CP062985.1	886538	887048	CRISPRDetect
NZ_CP062985.1	896106	896495	CRISPRDetect
NZ_CP041811.1	3121988	3123950	CRISPRDetect
NZ_CP041811.1	3125343	3127875	CRISPRDetect
NZ_CP041831.1	3131388	3132380	CRISPRDetect
NZ_CP041831.1	3133773	3135569	CRISPRDetect
NZ_AP022478.1	1177341	1177980	CRISPRDetect
NZ_CP062249.1	2872259	2873022	CRISPRDetect
NZ_CP062249.1	2898571	2898966	CRISPRDetect
NZ_CP054497.1	2405639	2406660	CRISPRDetect
NZ_CP054497.1	2973266	2975588	CRISPRDetect
NZ_CP041862.1	3136896	3138044	CRISPRDetect
NZ_CP041862.1	3139468	3141481	CRISPRDetect
NZ_CP051429.1	3717676	3719413	CRISPRDetect
NZ_CP063240.1	521394	522004	CRISPRDetect
NC_015431.1	251263	251440	CRISPRDetect
NC_014228.1	1814462	1815956	CRISPRDetect
NC_014228.1	3577918	3579108	CRISPRDetect
NC_014228.1	3589391	3590274	CRISPRDetect
NZ_CP061914.1	1151050	1151994	CRISPRDetect
NZ_CP061914.1	1167496	1168622	CRISPRDetect
NZ_CP041876.1	3118160	3119231	CRISPRDetect
NZ_CP063214.1	78858	79006	CRISPRDetect
NC_016940.1	141632	153411	CRISPRDetect
NC_016940.1	3742956	3753502	CRISPRDetect
NC_016940.1	3820538	3828724	CRISPRDetect
NZ_CP041861.1	3115618	3116689	CRISPRDetect
NZ_CP041235.1	16537	16704	CRISPRDetect
NZ_CP050541.1	1916547	1916698	CRISPRDetect
NZ_CP041814.1	3121925	3122623	CRISPRDetect
NZ_CP041814.1	3124017	3124418	CRISPRDetect
NZ_CP041814.1	3125811	3127679	CRISPRDetect
NZ_CP041830.1	3116486	3117557	CRISPRDetect
NZ_AP024094.1	1664603	1671480	CRISPRDetect
NZ_CP061536.1	2165609	2166002	CRISPRDetect
NZ_CP061536.1	2168383	2170433	CRISPRDetect
NZ_CP061536.1	2171623	2173770	CRISPRDetect
NZ_CP063354.1	1802240	1803531	CRISPRDetect
NZ_CP063215.1	2159882	2160460	CRISPRDetect
NZ_CP063215.1	2169213	2169919	CRISPRDetect
NZ_CP064709.1	935067	935644	CRISPRDetect
NZ_CP064709.1	951765	952771	CRISPRDetect
NZ_LR822006.1	640180	642463	CRISPRDetect
NZ_CP003183.2	1567520	1569684	CRISPRDetect
NZ_CP003183.2	1578648	1578920	CRISPRDetect
NZ_CP003183.2	1879389	1879723	CRISPRDetect
NZ_CP003183.2	1959830	1960895	CRISPRDetect
NZ_CP009644.1	2861801	2862564	CRISPRDetect
NZ_CP009644.1	2888113	2888508	CRISPRDetect
NZ_CP013828.1	881812	881999	CRISPRDetect
NZ_CP013828.1	979303	984693	CRISPRDetect
NZ_CP013828.1	1918539	1920317	CRISPRDetect
NZ_CP013828.1	1933649	1936893	CRISPRDetect
NZ_CP013828.1	3473346	3475183	CRISPRDetect
NZ_AP022540.1	1096073	1096529	CRISPRDetect
NZ_AP022540.1	1122075	1123019	CRISPRDetect
NZ_AP022540.1	3203897	3204046	CRISPRDetect
NZ_CP041808.1	3103973	3104966	CRISPRDetect
NZ_CP041808.1	3106401	3107969	CRISPRDetect
NZ_CP028850.1	2581850	2582367	CRISPRDetect
NZ_CP028850.1	2591119	2591818	CRISPRDetect
NZ_CP041837.1	3131316	3132382	CRISPRDetect
NZ_CP041837.1	3133775	3135499	CRISPRDetect
NC_017027.1	341387	341775	CRISPRDetect
NC_017027.1	1613482	1614771	CRISPRDetect
NZ_CP064847.1	3757585	3757797	CRISPRDetect
NZ_CP061839.1	2925956	2935294	CRISPRDetect
NZ_CP067989.1	2978677	2978951	CRISPRDetect
NZ_CP067989.1	2988123	2988701	CRISPRDetect
NZ_CP066223.1	30624	31188	CRISPRDetect
NZ_CP066223.1	1712277	1712905	CRISPRDetect
NZ_CP066223.1	2032775	2033044	CRISPRDetect
NZ_CP064263.1	3035692	3037230	CRISPRDetect
NZ_CP064263.1	3053362	3055404	CRISPRDetect
NZ_CP063079.1	864056	864821	CRISPRDetect
NZ_CP062983.1	2889183	2890469	CRISPRDetect
NZ_CP062983.1	2893556	2894393	CRISPRDetect
NZ_CP062983.1	2894681	2895879	CRISPRDetect
NZ_CP062983.1	3362474	3362884	CRISPRDetect
NZ_CP062983.1	3364184	3365186	CRISPRDetect
NZ_CP062983.1	3372841	3374208	CRISPRDetect
NZ_CP063705.1	3013961	3014479	CRISPRDetect
NZ_CP063705.1	3030632	3031148	CRISPRDetect
NZ_CP065056.1	1596917	1597342	CRISPRDetect
NZ_CP061124.1	1028763	1030256	CRISPRDetect
NZ_CP061124.1	1046387	1048291	CRISPRDetect
NZ_CP061124.1	1746782	1747350	CRISPRDetect
NZ_CP065375.1	4696623	4696829	CRISPRDetect
NZ_CP065375.1	8640457	8644531	CRISPRDetect
NZ_CP065375.1	8920199	8920815	CRISPRDetect
NZ_CP065375.1	8922090	8923705	CRISPRDetect
NZ_CP065375.1	8945557	8949343	CRISPRDetect
NC_017590.1	88689	89085	CRISPRDetect
NC_017464.1	1381767	1387647	CRISPRDetect
NC_017464.1	3459265	3460471	CRISPRDetect
NZ_CP062895.1	1056617	1057195	CRISPRDetect
NZ_CP062895.1	1081796	1083227	CRISPRDetect
NZ_CP062895.1	2995473	2995676	CRISPRDetect
NZ_CM001483.1	239954	241793	CRISPRDetect
NZ_CM001483.1	584716	586212	CRISPRDetect
NZ_CM001483.1	1871719	1872960	CRISPRDetect
NZ_CM001483.1	2273900	2274062	CRISPRDetect
NZ_CM001483.1	3316345	3316977	CRISPRDetect
NZ_CM001483.1	3320127	3323100	CRISPRDetect
NZ_CP065420.1	1370671	1371239	CRISPRDetect
NZ_CP065420.1	2801251	2801459	CRISPRDetect
NZ_CP065420.1	2808598	2808866	CRISPRDetect
NZ_CP065420.1	2827340	2827788	CRISPRDetect
NZ_CP065420.1	2951211	2951600	CRISPRDetect
NZ_CP065420.1	2960643	2960972	CRISPRDetect
NZ_LR134343.1	500934	502944	CRISPRDetect
NC_017861.1	246278	249242	CRISPRDetect
NZ_CP065627.1	2522932	2523620	CRISPRDetect
NZ_CP063925.1	51461	52285	CRISPRDetect
NZ_CP065155.1	16011	17576	CRISPRDetect
NZ_CP015613.1	453987	454916	CRISPRDetect
NZ_CP015613.1	463325	464793	CRISPRDetect
NZ_CP062832.1	1056622	1057200	CRISPRDetect
NZ_CP062832.1	1081801	1083232	CRISPRDetect
NZ_CP062832.1	2994296	2994499	CRISPRDetect
NZ_CP032679.1	2877704	2878467	CRISPRDetect
NZ_CP032679.1	2904016	2904411	CRISPRDetect
NZ_AP022811.1	3340041	3340620	CRISPRDetect
NZ_AP022811.1	3367667	3369038	CRISPRDetect
NZ_CP065354.1	1901889	1902028	CRISPRDetect
NZ_CP007279.2	2961369	2961887	CRISPRDetect
NZ_CP007279.2	2978039	2978678	CRISPRDetect
NZ_CP065748.1	2682346	2683175	CRISPRDetect
NZ_CP065748.1	2704704	2705068	CRISPRDetect
NZ_CP065748.1	3941424	3941693	CRISPRDetect
NC_018178.1	929685	930782	CRISPRDetect
NC_018178.1	1354991	1356549	CRISPRDetect
NC_018178.1	2661872	2663292	CRISPRDetect
NC_009376.1	999187	1001496	CRISPRDetect
NC_009376.1	1012951	1018931	CRISPRDetect
NC_009376.1	1307876	1308105	CRISPRDetect
NZ_CP065253.1	4674222	4674708	CRISPRDetect
NZ_CP065253.1	4683802	4684225	CRISPRDetect
NC_016946.1	1282479	1282630	CRISPRDetect
NZ_CP065564.1	3558955	3561854	CRISPRDetect
NZ_CP065564.1	3578411	3580391	CRISPRDetect
NZ_CP064661.1	959478	960177	CRISPRDetect
NZ_CP064661.1	968221	969411	CRISPRDetect
NZ_CP066066.1	1627004	1629019	CRISPRDetect
NZ_CP066073.1	1180288	1181051	CRISPRDetect
NZ_CP066073.1	1540260	1541689	CRISPRDetect
NZ_CP064653.1	2000938	2002588	CRISPRDetect
NZ_CP047721.1	2258867	2259075	CRISPRDetect
NZ_CP047721.1	2274319	2274467	CRISPRDetect
NZ_CP066046.1	1369947	1370973	CRISPRDetect
NZ_CP066067.1	874540	875487	CRISPRDetect
NZ_CP060585.1	26775	27111	CRISPRDetect
NZ_CP060585.1	43368	43640	CRISPRDetect
NZ_CP047700.1	1040076	1041566	CRISPRDetect
NZ_CP065848.1	6058704	6059212	CRISPRDetect
NC_018080.1	1398760	1399448	CRISPRDetect
NC_018080.1	2794688	2795257	CRISPRDetect
NC_018080.1	2803781	2804769	CRISPRDetect
NZ_CP059488.1	1459545	1462273	CRISPRDetect
NZ_CP010281.1	101221	102407	CRISPRDetect
NZ_CP010281.1	119076	120326	CRISPRDetect
NZ_CP051349.1	979690	980695	CRISPRDetect
NZ_CP051349.1	997259	998692	CRISPRDetect
NZ_CM001538.1	131563	132787	CRISPRDetect
NZ_CM001538.1	1239838	1241144	CRISPRDetect
NZ_CM001538.1	1456695	1459107	CRISPRDetect
NZ_CM001538.1	1461724	1462549	CRISPRDetect
NZ_CM001538.1	1463351	1464539	CRISPRDetect
NZ_CP065611.1	1653003	1653337	CRISPRDetect
NZ_CP065611.1	1680360	1680511	CRISPRDetect
NZ_CP065662.1	36741	37561	CRISPRDetect
NZ_CP065662.1	56511	58675	CRISPRDetect
NZ_CP066049.1	1569428	1569976	CRISPRDetect
NZ_CP065435.1	367591	372342	CRISPRDetect
NZ_CP065999.1	1449220	1450823	CRISPRDetect
NZ_CP066277.1	623771	624599	CRISPRDetect
NZ_CP066277.1	625273	626430	CRISPRDetect
NC_017638.1	2855609	2856372	CRISPRDetect
NC_017638.1	2881921	2882316	CRISPRDetect
NZ_CP065975.1	210339	210771	CRISPRDetect
NZ_CP066703.1	665526	666547	CRISPRDetect
NZ_CP066709.1	665542	666563	CRISPRDetect
NZ_CP071045.1	370587	370844	CRISPRDetect
NZ_LT576032.1	2082549	2088377	CRISPRDetect
NZ_LT576032.1	2120759	2122611	CRISPRDetect
NZ_CP068564.1	287252	297626	CRISPRDetect
NZ_CP068564.1	1401019	1404162	CRISPRDetect
NZ_CP068564.1	1739215	1747735	CRISPRDetect
NZ_CP068564.1	1763784	1768356	CRISPRDetect
NZ_CP054581.1	3155005	3156174	CRISPRDetect
NZ_CP054581.1	3165048	3166637	CRISPRDetect
NZ_CP054581.1	4847347	4848047	CRISPRDetect
NZ_CP054581.1	4857219	4858227	CRISPRDetect
NZ_CP034655.1	4616998	4620327	CRISPRDetect
NC_022097.1	745578	750496	CRISPRDetect
NZ_CP051307.1	973904	975641	CRISPRDetect
NZ_CP051307.1	991902	994111	CRISPRDetect
NZ_CP051370.1	986130	987988	CRISPRDetect
NZ_CP051370.1	1004669	1006409	CRISPRDetect
NZ_CP071446.1	812142	812994	CRISPRDetect
NZ_CP071446.1	925797	926727	CRISPRDetect
NZ_CP071446.1	942180	943118	CRISPRDetect
NZ_CP071446.1	947430	948024	CRISPRDetect
NZ_CP071446.1	973126	973893	CRISPRDetect
NZ_CP071446.1	1924467	1927202	CRISPRDetect
NZ_CP051350.1	957240	958305	CRISPRDetect
NZ_CP051350.1	975065	976010	CRISPRDetect
NZ_AP024270.1	945625	945815	CRISPRDetect
NZ_CP051404.1	943209	944824	CRISPRDetect
NZ_CP051404.1	960956	962433	CRISPRDetect
NZ_CP061699.1	3549544	3549751	CRISPRDetect
NZ_CP061699.1	3935847	3936537	CRISPRDetect
NZ_CP061699.1	3945408	3947176	CRISPRDetect
NZ_CP061699.1	5908839	5909768	CRISPRDetect
NZ_AP024271.1	24432	25539	CRISPRDetect
NZ_AP024271.1	32079	32309	CRISPRDetect
NZ_AP024271.1	82599	83148	CRISPRDetect
NZ_CP051845.1	1215627	1216125	CRISPRDetect
NZ_CP067980.1	962950	963955	CRISPRDetect
NZ_CP067980.1	964293	964932	CRISPRDetect
NZ_CP067980.1	982110	984214	CRISPRDetect
NZ_CP067985.1	2978555	2978951	CRISPRDetect
NZ_CP067985.1	2988123	2988701	CRISPRDetect
NZ_CP068158.1	2320989	2327624	CRISPRDetect
NZ_CP068992.1	2366471	2366988	CRISPRDetect
NZ_CP068992.1	2416884	2417889	CRISPRDetect
NC_018266.1	5868985	5869123	CRISPRDetect
NC_018266.1	6448530	6448803	CRISPRDetect
NC_018266.1	6451342	6451736	CRISPRDetect
NZ_CP059708.1	219264	219444	CRISPRDetect
NZ_CP059708.1	223155	223335	CRISPRDetect
NZ_CP059708.1	227331	227848	CRISPRDetect
NZ_CP059708.1	1325574	1327060	CRISPRDetect
NZ_CP067433.1	3715171	3715750	CRISPRDetect
NZ_AP024305.1	890237	890422	CRISPRDetect
NZ_AP024305.1	1054392	1054752	CRISPRDetect
NZ_AP024305.1	1075969	1076374	CRISPRDetect
NZ_AP024305.1	1087243	1088154	CRISPRDetect
NZ_AP024305.1	1663032	1663517	CRISPRDetect
NZ_CP054845.1	968652	970072	CRISPRDetect
NZ_CP068113.1	502217	504750	CRISPRDetect
NZ_CP067988.1	962828	963955	CRISPRDetect
NZ_CP067988.1	964293	964932	CRISPRDetect
NZ_CP067988.1	981439	982017	CRISPRDetect
NZ_CP067988.1	982232	984214	CRISPRDetect
NZ_CP068990.1	1984461	1985039	CRISPRDetect
NZ_CP068990.1	2010741	2011807	CRISPRDetect
NZ_CP054844.1	3156884	3157872	CRISPRDetect
NZ_CP054844.1	3166396	3169244	CRISPRDetect
NZ_AP024255.1	1291655	1291806	CRISPRDetect
NC_016938.1	420406	421323	CRISPRDetect
NZ_CP070152.1	1501914	1502615	CRISPRDetect
NZ_CP070152.1	1528162	1529108	CRISPRDetect
NZ_CP070152.1	4416571	4416719	CRISPRDetect
NZ_CP065315.1	220435	221010	CRISPRDetect
NZ_CP068810.1	1198241	1199246	CRISPRDetect
NZ_CP068810.1	1226383	1227022	CRISPRDetect
NZ_CP069534.1	232153	235722	CRISPRDetect
NZ_CP069534.1	2411124	2414306	CRISPRDetect
NZ_CP068799.1	3313015	3313163	CRISPRDetect
NZ_CP068157.1	1738400	1738856	CRISPRDetect
NZ_CP068157.1	1740598	1743922	CRISPRDetect
NZ_CP069134.1	2871060	2871823	CRISPRDetect
NZ_CP069134.1	2897372	2897767	CRISPRDetect
NC_017096.1	269623	271082	CRISPRDetect
NZ_CP067981.1	2978555	2978951	CRISPRDetect
NZ_CP067981.1	2988123	2988701	CRISPRDetect
NZ_CP065313.1	271800	275461	CRISPRDetect
NZ_CP065313.1	292794	296072	CRISPRDetect
NZ_CP065313.1	2319842	2320383	CRISPRDetect
NZ_CP065313.1	2379378	2379916	CRISPRDetect
NZ_CP069904.1	50740	51376	CRISPRDetect
NZ_CP068547.1	1641064	1641659	CRISPRDetect
NZ_CP068807.1	1725141	1725719	CRISPRDetect
NZ_CP068807.1	1752856	1753861	CRISPRDetect
NZ_CP075169.1	989471	989740	CRISPRDetect
NZ_CP070311.1	2978805	2979018	CRISPRDetect
NZ_CP070311.1	2988617	2988768	CRISPRDetect
NZ_CP059103.1	222285	222456	CRISPRDetect
NZ_CP059103.1	1325565	1327051	CRISPRDetect
NZ_CP046539.1	4705788	4706061	CRISPRDetect
NZ_CP046539.1	4731763	4732097	CRISPRDetect
NZ_CP068150.1	1725881	1726496	CRISPRDetect
NZ_CP069549.1	1724762	1725211	CRISPRDetect
NZ_CP069549.1	1734270	1735083	CRISPRDetect
NZ_CP070317.1	2978561	2979018	CRISPRDetect
NZ_CP070317.1	2988617	2988768	CRISPRDetect
NZ_CP059706.1	217426	217951	CRISPRDetect
NZ_CP059706.1	222306	222477	CRISPRDetect
NZ_CP059706.1	1161810	1162047	CRISPRDetect
NZ_CP059706.1	1325612	1327105	CRISPRDetect
NZ_CP071065.1	788670	790380	CRISPRDetect
NZ_CP071065.1	1818632	1819331	CRISPRDetect
NZ_CP071065.1	2819101	2819430	CRISPRDetect
NZ_CP071065.1	3381969	3382524	CRISPRDetect
NZ_CP071065.1	3785449	3785628	CRISPRDetect
NZ_CP071065.1	3812592	3812768	CRISPRDetect
NZ_CP071065.1	3974002	3974332	CRISPRDetect
NZ_CP071065.1	3993429	3994054	CRISPRDetect
NZ_CP071065.1	4006600	4006932	CRISPRDetect
NZ_CP071065.1	4787353	4789232	CRISPRDetect
NZ_CP071065.1	7660296	7661496	CRISPRDetect
NZ_CP069946.1	2438720	2441370	CRISPRDetect
NZ_CP070355.1	279991	281039	CRISPRDetect
NZ_CP070355.1	1590030	1591675	CRISPRDetect
NZ_CP070355.1	1600549	1601778	CRISPRDetect
NZ_CP008804.1	67185	70340	CRISPRDetect
NZ_CP070254.1	3308779	3308992	CRISPRDetect
NZ_CP070254.1	3399649	3400288	CRISPRDetect
NZ_CP070254.1	3403781	3404850	CRISPRDetect
NZ_CP070254.1	3430167	3430441	CRISPRDetect
NZ_CP070254.1	3434980	3435257	CRISPRDetect
NZ_CP070254.1	4588130	4588586	CRISPRDetect
NZ_CP070254.1	4591872	4592206	CRISPRDetect
NZ_CP070254.1	4596608	4597185	CRISPRDetect
NZ_CP070254.1	4600261	4600598	CRISPRDetect
NZ_CP070254.1	5018462	5018598	CRISPRDetect
NZ_CP070254.1	6753308	6753465	CRISPRDetect
NC_017768.1	430283	431242	CRISPRDetect
NC_017768.1	758428	758992	CRISPRDetect
NZ_CP068815.1	3277552	3277700	CRISPRDetect
NZ_CP069973.1	107128	107766	CRISPRDetect
NZ_CP069973.1	134903	135237	CRISPRDetect
NZ_CP007567.1	4728721	4728932	CRISPRDetect
NZ_JAFDMI010000001.1	426037	426615	CRISPRDetect
NZ_JAFDMI010000001.1	435368	436860	CRISPRDetect
NZ_CP069945.1	3665660	3666909	CRISPRDetect
NZ_LR134346.1	194996	197550	CRISPRDetect
NZ_CP006872.1	2309202	2310839	CRISPRDetect
NZ_CP006872.1	2319951	2321681	CRISPRDetect
NZ_CP070169.1	5050388	5051388	CRISPRDetect
NZ_CP069442.1	2043757	2046046	CRISPRDetect
NZ_CP069442.1	2054821	2055826	CRISPRDetect
NZ_CP069442.1	2063160	2064657	CRISPRDetect
NZ_CP062778.1	1115261	1115473	CRISPRDetect
NZ_CP059962.1	3518667	3519176	CRISPRDetect
NZ_CP059962.1	3525519	3526569	CRISPRDetect
NZ_CP059962.1	3535515	3536143	CRISPRDetect
NZ_CP071382.1	2370020	2377370	CRISPRDetect
NZ_CP070088.1	637998	638270	CRISPRDetect
NZ_CP070088.1	647023	647974	CRISPRDetect
NZ_CP062717.1	1128321	1128533	CRISPRDetect
NZ_CP061975.1	1054255	1055929	CRISPRDetect
NC_021577.1	1409002	1410312	CRISPRDetect
NC_021577.1	1419483	1420915	CRISPRDetect
NZ_CP070077.1	3241098	3241737	CRISPRDetect
